baseline,stddev,threshold,reset_threshold,run_start_time,is_leader
775.0, 9.3, 975, 825, 2024-11-01T18:06:41.482495-04:00, 1
Muon Count,ADC,temperature_ADC,dt,t,t_wait,coinc
589, 1168, 15011, 160, 316756, 92, 0
590, 1280, 15011, 789, 317545, 88, 1
591, 25126, 15027, 689, 318234, 66, 0
592, 22421, 15043, 362, 318596, 70, 0
593, 992, 15011, 1944, 320540, 95, 0
594, 3296, 15027, 393, 320933, 82, 0
595, 4080, 15027, 96, 321029, 81, 0
596, 1040, 15027, 147, 321176, 94, 0
597, 2400, 15011, 17, 321193, 78, 1
598, 1824, 15027, 873, 322066, 87, 0
599, 5809, 15011, 1840, 323906, 78, 0
600, 10434, 15027, 496, 324402, 73, 0
601, 1024, 15027, 2195, 326597, 95, 0
602, 25878, 15027, 100, 326697, 66, 0
603, 6881, 15027, 650, 327347, 76, 0
604, 1440, 15027, 842, 328189, 90, 0
605, 5793, 15011, 1194, 329383, 77, 0
606, 20725, 15027, 785, 330168, 67, 0
607, 1072, 15027, 2367, 332535, 94, 0
608, 1072, 15011, 21, 332556, 94, 0
609, 3744, 15011, 1131, 333687, 80, 0
610, 5345, 15027, 559, 334246, 78, 0
611, 22213, 15011, 349, 334595, 56, 1
612, 11170, 15027, 58, 334653, 72, 0
613, 11986, 15011, 33, 334686, 74, 0
614, 2864, 15027, 1378, 336064, 84, 0
615, 3248, 15011, 195, 336259, 82, 0
616, 2448, 15027, 211, 336470, 85, 0
617, 14659, 15027, 726, 337196, 69, 0
618, 1104, 15027, 146, 337342, 93, 0
619, 3232, 15027, 425, 337767, 81, 0
620, 58414, 15027, 395, 338162, 58, 0
621, 23701, 15027, 345, 338507, 66, 0
622, 5361, 15027, 722, 339229, 78, 0
623, 16500, 15027, 757, 339986, 70, 0
624, 1872, 15027, 1326, 341312, 87, 0
625, 976, 15011, 289, 341601, 96, 0
626, 1216, 15027, 651, 342252, 92, 0
627, 6097, 15011, 510, 342762, 77, 0
628, 2528, 15011, 197, 342959, 84, 0
629, 1488, 15027, 7, 342966, 90, 0
630, 3584, 15027, 728, 343694, 82, 0
631, 2432, 15027, 216, 343910, 87, 0
632, 1072, 15027, 716, 344626, 94, 0
633, 15811, 15027, 380, 345006, 70, 0
634, 1440, 15011, 325, 345331, 89, 0
635, 20693, 15027, 104, 345435, 67, 0
636, 31671, 15027, 326, 345761, 49, 1
637, 7745, 15011, 625, 346386, 76, 0
638, 2240, 15011, 880, 347266, 85, 0
639, 1552, 15027, 151, 347417, 89, 0
640, 1024, 15011, 424, 347841, 95, 0
641, 4433, 15011, 7, 347848, 79, 0
642, 1200, 15027, 78, 347926, 92, 0
643, 2080, 15027, 217, 348143, 87, 0
644, 22021, 15027, 38, 348181, 53, 1
645, 21685, 15011, 118, 348299, 55, 1
646, 18308, 15011, 297, 348596, 69, 0
647, 3056, 15011, 920, 349516, 83, 0
648, 1376, 15011, 434, 349950, 90, 0
649, 1040, 15011, 292, 350242, 94, 0
650, 2096, 15011, 1116, 351358, 85, 0
651, 4497, 15027, 308, 351666, 80, 0
652, 21349, 15011, 708, 352374, 68, 0
653, 33592, 15011, 133, 352507, 50, 1
654, 976, 15011, 7, 352514, 96, 0
655, 3168, 15027, 82, 352596, 81, 0
656, 4097, 15027, 108, 352704, 80, 0
657, 1056, 15027, 33, 352737, 94, 0
658, 17156, 15027, 652, 353389, 68, 0
659, 27238, 15027, 369, 353758, 66, 0
660, 36408, 15027, 589, 354347, 62, 0
661, 1008, 15011, 932, 355279, 94, 0
662, 1056, 15011, 55, 355334, 94, 0
663, 1104, 15011, 337, 355671, 94, 0
664, 12963, 15011, 467, 356138, 70, 0
665, 31687, 15011, 200, 356338, 49, 1
666, 1264, 15027, 110, 356448, 91, 0
667, 1088, 15011, 781, 357229, 93, 0
668, 22709, 15011, 56, 357285, 67, 0
669, 1040, 14995, 428, 357713, 94, 0
670, 1040, 14995, 1303, 359016, 94, 0
671, 23141, 15011, 108, 359124, 53, 1
672, 4401, 15011, 1451, 360575, 80, 0
673, 13011, 15011, 142, 360717, 71, 0
674, 3008, 15011, 242, 360959, 83, 0
675, 1536, 15011, 395, 361354, 89, 0
676, 1072, 15027, 87, 361441, 93, 0
677, 2480, 15011, 137, 361578, 85, 0
678, 5329, 15027, 370, 361948, 78, 0
679, 1632, 15011, 228, 362176, 88, 0
680, 4321, 15011, 347, 362523, 80, 0
681, 21461, 14995, 158, 362681, 67, 0
682, 2384, 15027, 800, 363481, 85, 0
683, 14531, 15027, 1703, 365184, 71, 0
684, 6529, 15011, 1231, 366415, 76, 0
685, 2736, 15011, 429, 366844, 83, 0
686, 21637, 15011, 589, 367433, 54, 1
687, 20228, 15011, 208, 367641, 68, 0
688, 6657, 15011, 86, 367727, 76, 0
689, 1504, 15011, 302, 368029, 89, 0
690, 13603, 15011, 182, 368211, 59, 1
691, 1584, 15011, 245, 368456, 89, 0
692, 2080, 15011, 23, 368479, 86, 0
693, 7585, 15011, 2501, 370980, 75, 0
694, 28038, 15011, 477, 371457, 65, 0
695, 22741, 15011, 415, 371872, 67, 0
696, 2944, 14995, 272, 372144, 83, 0
697, 5729, 15011, 7, 372151, 78, 0
698, 26630, 15011, 874, 373025, 51, 1
699, 1024, 15011, 754, 373779, 94, 0
700, 1104, 15027, 1809, 375588, 93, 0
701, 2080, 15027, 2907, 378495, 86, 0
702, 1088, 15027, 428, 378923, 94, 0
703, 7249, 14995, 1788, 380711, 76, 0
704, 28951, 15011, 103, 380814, 65, 0
705, 4865, 14995, 649, 381463, 79, 0
706, 27110, 15027, 339, 381802, 49, 1
707, 22805, 15011, 48, 381850, 67, 0
708, 1040, 15011, 448, 382298, 94, 0
709, 17556, 15011, 103, 382401, 69, 0
710, 7729, 15011, 14, 382415, 76, 0
711, 1088, 15027, 556, 382971, 93, 0
712, 8177, 15011, 920, 383891, 75, 0
713, 1104, 15011, 493, 384384, 93, 0
714, 26598, 15027, 1010, 385394, 66, 0
715, 3888, 15011, 11, 385405, 81, 0
716, 1088, 15011, 219, 385624, 94, 0
717, 1072, 15027, 635, 386259, 93, 0
718, 7457, 15011, 237, 386496, 76, 0
719, 26518, 14995, 339, 386835, 66, 0
720, 21701, 15011, 258, 387093, 67, 0
721, 2768, 15027, 550, 387643, 83, 0
722, 18660, 15011, 107, 387750, 54, 1
723, 5665, 15011, 803, 388553, 77, 0
724, 1168, 15027, 148, 388701, 92, 0
725, 24517, 15027, 98, 388799, 53, 1
726, 2304, 15011, 317, 389116, 86, 0
727, 3008, 15011, 61, 389177, 82, 0
728, 1488, 15011, 481, 389658, 88, 0
729, 1056, 15027, 409, 390067, 94, 0
730, 28454, 15011, 131, 390198, 66, 0
731, 33912, 15011, 1032, 391230, 64, 0
732, 12611, 15011, 231, 391461, 59, 1
733, 4913, 15011, 412, 391873, 79, 0
734, 6049, 14995, 1042, 392915, 77, 0
735, 1088, 15011, 543, 393458, 92, 0
736, 10802, 15011, 206, 393664, 73, 0
737, 11730, 15011, 1215, 394879, 72, 0
738, 2720, 14995, 982, 395861, 84, 0
739, 4465, 15011, 600, 396461, 79, 0
740, 1872, 15011, 776, 397237, 87, 0
741, 20949, 15011, 335, 397572, 69, 0
742, 22181, 15011, 191, 397763, 56, 1
743, 8290, 15011, 48, 397811, 75, 0
744, 4929, 15011, 420, 398231, 79, 0
745, 24598, 15011, 692, 398923, 52, 1
746, 22165, 15011, 245, 399168, 67, 0
747, 5809, 15011, 377, 399545, 78, 0
748, 4897, 15011, 497, 400042, 79, 0
749, 6049, 15027, 1485, 401527, 77, 0
750, 26006, 14995, 119, 401646, 52, 1
751, 20693, 15011, 376, 402022, 54, 1
752, 13603, 15011, 273, 402295, 72, 0
753, 18916, 14995, 746, 403041, 68, 0
754, 1488, 15011, 453, 403494, 89, 0
755, 2080, 15011, 48, 403542, 86, 0
756, 2624, 15011, 398, 403940, 84, 0
757, 1056, 15011, 1227, 405167, 94, 0
758, 6145, 15011, 131, 405298, 77, 0
759, 1632, 15011, 734, 406032, 88, 0
760, 5249, 15011, 230, 406262, 79, 0
761, 25990, 15011, 578, 406840, 67, 0
762, 976, 15011, 189, 407029, 96, 0
763, 1456, 15011, 137, 407166, 89, 0
764, 5665, 15011, 125, 407291, 78, 0
765, 2128, 14995, 53, 407344, 85, 0
766, 2720, 15027, 12, 407356, 84, 0
767, 1040, 15011, 65, 407421, 94, 0
768, 1296, 15011, 96, 407517, 90, 0
769, 17076, 15011, 505, 408022, 68, 0
770, 16676, 15011, 1038, 409060, 70, 0
771, 1056, 15011, 7, 409067, 94, 0
772, 6481, 15011, 163, 409230, 77, 0
773, 14051, 15011, 1045, 410275, 71, 0
774, 28823, 15011, 465, 410740, 50, 1
775, 24133, 15011, 16, 410756, 57, 1
776, 1008, 15027, 89, 410845, 94, 0
777, 3168, 14995, 24, 410869, 82, 0
778, 6241, 15011, 5, 410874, 77, 0
779, 11426, 15011, 181, 411055, 71, 0
780, 25014, 15011, 89, 411144, 51, 1
781, 1056, 15027, 867, 412011, 94, 0
782, 5697, 14995, 1603, 413614, 78, 0
783, 16644, 15011, 442, 414056, 70, 0
784, 16820, 15011, 55, 414111, 58, 1
785, 19684, 15011, 1028, 415139, 67, 0
786, 5761, 15011, 46, 415185, 78, 0
787, 1264, 15011, 228, 415413, 91, 0
788, 6209, 15011, 324, 415737, 77, 0
789, 1024, 15011, 135, 415872, 95, 0
790, 1200, 15011, 268, 416140, 92, 0
791, 31575, 15011, 385, 416525, 63, 0
792, 1040, 15011, 126, 416651, 94, 0
793, 7185, 15011, 42, 416693, 76, 0
794, 1024, 15011, 251, 416944, 95, 0
795, 1040, 14995, 730, 417674, 94, 0
796, 2064, 15011, 41, 417715, 86, 0
797, 19204, 15011, 124, 417839, 69, 0
798, 21989, 15011, 142, 417981, 67, 0
799, 11698, 15011, 101, 418082, 72, 0
800, 5137, 15011, 90, 418172, 79, 0
801, 3296, 15011, 83, 418255, 82, 0
802, 26534, 15011, 864, 419119, 53, 1
803, 1856, 15011, 185, 419304, 87, 0
804, 8674, 14995, 182, 419486, 64, 1
805, 4321, 15011, 472, 419958, 80, 0
806, 4193, 15011, 312, 420270, 80, 0
807, 7217, 15011, 131, 420401, 77, 0
808, 12419, 14995, 757, 421158, 72, 0
809, 1328, 14995, 43, 421201, 90, 0
810, 1008, 15011, 208, 421409, 95, 0
811, 3936, 15011, 29, 421438, 81, 0
812, 3680, 15011, 867, 422305, 80, 0
813, 24774, 15011, 1153, 423458, 66, 0
814, 4241, 14995, 525, 423983, 80, 0
815, 2992, 15011, 316, 424299, 83, 0
816, 1232, 15011, 1334, 425633, 92, 0
817, 3600, 15011, 518, 426151, 81, 0
818, 18628, 15011, 5, 426156, 69, 0
819, 5233, 15011, 348, 426504, 78, 0
820, 1248, 15011, 30, 426534, 92, 0
821, 1760, 15011, 176, 426710, 88, 0
822, 17956, 15011, 932, 427642, 57, 1
823, 2432, 15011, 1249, 428891, 85, 0
824, 1280, 14995, 155, 429046, 91, 0
825, 25430, 15011, 447, 429493, 51, 1
826, 8338, 15011, 247, 429740, 75, 0
827, 7889, 15011, 565, 430305, 74, 0
828, 1536, 15011, 195, 430500, 89, 0
829, 28470, 15011, 663, 431163, 65, 0
830, 13971, 15011, 474, 431637, 72, 0
831, 4401, 15011, 207, 431844, 79, 0
832, 976, 15011, 164, 432008, 95, 0
833, 2816, 15011, 771, 432779, 82, 0
834, 3760, 14995, 1111, 433890, 81, 0
835, 4913, 15011, 1232, 435122, 79, 0
836, 2272, 15011, 355, 435477, 86, 0
837, 6161, 14995, 281, 435758, 77, 0
838, 4961, 15011, 1359, 437117, 79, 0
839, 20581, 15011, 1190, 438307, 68, 0
840, 1168, 15011, 1418, 439725, 93, 0
841, 1568, 15011, 22, 439747, 88, 0
842, 5473, 15011, 576, 440323, 78, 0
843, 23717, 15011, 105, 440428, 68, 0
844, 4417, 14995, 220, 440648, 80, 0
845, 992, 15011, 1788, 442436, 95, 0
846, 1920, 15011, 201, 442637, 87, 0
847, 26678, 14995, 476, 443113, 51, 1
848, 1008, 15011, 628, 443741, 96, 0
849, 3728, 15011, 730, 444471, 81, 0
850, 12274, 15011, 530, 445001, 71, 0
851, 1344, 15011, 147, 445148, 91, 0
852, 2816, 14995, 994, 446142, 83, 0
853, 992, 15011, 1228, 447370, 95, 0
854, 35480, 14995, 226, 447596, 64, 0
855, 1024, 15011, 111, 447707, 96, 0
856, 1088, 14995, 516, 448223, 94, 0
857, 1040, 15011, 231, 448454, 95, 0
858, 2960, 15011, 442, 448896, 84, 0
859, 2976, 14995, 126, 449022, 84, 0
860, 6657, 15011, 171, 449193, 76, 0
861, 4064, 14995, 481, 449674, 79, 0
862, 4129, 14995, 265, 449939, 80, 0
863, 27734, 15011, 939, 450878, 65, 0
864, 1584, 15011, 460, 451338, 89, 0
865, 13155, 14995, 682, 452020, 73, 0
866, 4817, 15011, 675, 452695, 80, 0
867, 19140, 14995, 1166, 453861, 56, 1
868, 2752, 14995, 32, 453893, 83, 0
869, 3472, 14995, 2547, 456440, 81, 0
870, 1296, 14995, 87, 456527, 91, 0
871, 1920, 15011, 46, 456573, 87, 0
872, 20997, 15011, 64, 456637, 67, 0
873, 22949, 14995, 1738, 458375, 66, 0
874, 10722, 15011, 226, 458601, 73, 0
875, 4417, 15011, 178, 458779, 79, 0
876, 4225, 15011, 230, 459009, 80, 0
877, 5585, 14995, 440, 459449, 79, 0
878, 1728, 15011, 275, 459724, 87, 0
879, 1104, 15011, 90, 459814, 94, 0
880, 29527, 15027, 127, 459941, 65, 0
881, 12899, 15011, 232, 460173, 71, 0
882, 1152, 14995, 189, 460362, 93, 0
883, 8802, 14995, 342, 460704, 74, 0
884, 26134, 15011, 236, 460940, 67, 0
885, 1040, 15011, 331, 461271, 94, 0
886, 1008, 15011, 200, 461471, 95, 0
887, 7697, 15011, 384, 461855, 75, 0
888, 1056, 14995, 502, 462357, 94, 0
889, 1072, 14995, 55, 462412, 93, 0
890, 19396, 15011, 149, 462561, 68, 0
891, 27158, 15011, 909, 463470, 51, 1
892, 1360, 15011, 509, 463979, 91, 0
893, 18276, 15011, 1016, 464995, 69, 0
894, 3280, 14995, 527, 465522, 83, 0
895, 1456, 14995, 38, 465560, 89, 0
896, 12034, 14995, 154, 465714, 72, 0
897, 5393, 15011, 172, 465886, 78, 0
898, 30743, 14995, 129, 466015, 64, 0
899, 33800, 14995, 246, 466261, 64, 0
900, 1696, 14995, 731, 466992, 88, 0
901, 1184, 14995, 760, 467752, 92, 0
902, 13875, 14995, 129, 467881, 71, 0
903, 1712, 15011, 733, 468614, 87, 0
904, 5985, 14995, 252, 468866, 78, 0
905, 17348, 14995, 131, 468997, 57, 1
906, 1056, 14995, 437, 469434, 94, 0
907, 1536, 14995, 220, 469654, 89, 0
908, 1152, 14995, 28, 469682, 94, 0
909, 1152, 14995, 433, 470115, 93, 0
910, 29367, 14995, 130, 470245, 64, 0
911, 29063, 14995, 324, 470569, 50, 1
912, 27750, 14995, 237, 470806, 66, 0
913, 23845, 15011, 583, 471389, 67, 0
914, 5137, 14995, 462, 471851, 79, 0
915, 37385, 14995, 372, 472223, 47, 1
916, 3904, 14995, 773, 472996, 81, 0
917, 9170, 14995, 732, 473728, 74, 0
918, 36792, 15011, 378, 474106, 62, 0
919, 2704, 15011, 643, 474749, 84, 0
920, 1056, 15011, 248, 474997, 95, 0
921, 17108, 15011, 338, 475335, 56, 1
922, 1584, 14995, 643, 475978, 89, 0
923, 3296, 15011, 1176, 477154, 83, 0
924, 16420, 14995, 284, 477438, 56, 1
925, 29095, 15011, 832, 478270, 50, 1
926, 23797, 14995, 367, 478637, 53, 1
927, 3872, 14995, 85, 478722, 80, 0
928, 1168, 14995, 2813, 481535, 90, 1
929, 4161, 14995, 291, 481826, 80, 0
930, 7521, 15011, 230, 482056, 76, 0
931, 1152, 14995, 593, 482649, 93, 0
932, 6049, 15011, 525, 483174, 78, 0
933, 36840, 14995, 188, 483362, 48, 1
934, 3088, 14995, 94, 483456, 83, 0
935, 1280, 14995, 715, 484171, 91, 0
936, 11938, 14995, 206, 484377, 60, 1
937, 3376, 14995, 167, 484544, 82, 0
938, 2736, 15011, 490, 485034, 84, 0
939, 30359, 14995, 413, 485447, 65, 0
940, 2736, 15011, 279, 485726, 83, 0
941, 21973, 15011, 631, 486357, 54, 1
942, 28903, 15011, 62, 486419, 65, 0
943, 1040, 15011, 104, 486523, 94, 0
944, 1888, 14995, 1624, 488147, 87, 0
945, 22821, 15011, 734, 488881, 67, 0
946, 11650, 14995, 257, 489138, 73, 0
947, 1792, 14995, 106, 489244, 88, 0
948, 29207, 15011, 2569, 491813, 49, 1
949, 5185, 15011, 650, 492463, 78, 0
950, 6241, 14995, 2224, 494687, 78, 0
951, 7329, 15011, 165, 494852, 78, 0
952, 7217, 14995, 550, 495402, 76, 0
953, 21621, 14995, 1313, 496715, 68, 0
954, 16452, 14995, 38, 496753, 69, 0
955, 5009, 14995, 234, 496987, 80, 0
956, 1024, 14979, 142, 497129, 95, 0
957, 22725, 15011, 325, 497454, 68, 0
958, 11218, 14995, 89, 497543, 72, 0
959, 2576, 14995, 793, 498336, 84, 0
960, 2864, 14995, 189, 498525, 83, 0
961, 1168, 14995, 97, 498622, 93, 0
962, 5089, 15011, 1633, 500255, 79, 0
963, 1200, 15011, 20, 500275, 92, 0
964, 1072, 14995, 609, 500884, 94, 0
965, 4705, 14995, 990, 501874, 79, 0
966, 21989, 14995, 681, 502555, 68, 0
967, 11026, 14995, 885, 503440, 73, 0
968, 6673, 14995, 301, 503741, 76, 0
969, 33288, 15011, 33, 503774, 48, 1
970, 1824, 14995, 564, 504338, 87, 0
971, 4305, 14995, 256, 504594, 80, 0
972, 1216, 14995, 70, 504664, 92, 0
973, 3840, 15011, 468, 505132, 81, 0
974, 4145, 14995, 355, 505487, 81, 0
975, 1040, 14995, 162, 505649, 95, 0
976, 22773, 14995, 449, 506098, 67, 0
977, 1264, 14995, 311, 506409, 91, 0
978, 1072, 15011, 444, 506853, 93, 0
979, 1568, 14995, 119, 506972, 88, 0
980, 1104, 14995, 267, 507239, 90, 1
981, 26358, 14995, 87, 507326, 66, 0
982, 29367, 14979, 28, 507354, 48, 1
983, 3088, 14995, 1452, 508806, 82, 0
984, 5601, 14995, 320, 509126, 78, 0
985, 29895, 14995, 18, 509144, 65, 0
986, 5649, 14995, 728, 509872, 77, 0
987, 6737, 15011, 713, 510585, 76, 0
988, 2928, 15011, 562, 511147, 84, 0
989, 1024, 15011, 289, 511436, 95, 0
990, 16980, 14995, 476, 511912, 69, 0
991, 10418, 15011, 548, 512460, 74, 0
992, 17940, 14995, 293, 512753, 56, 1
993, 16676, 15011, 141, 512894, 70, 0
994, 6417, 14995, 932, 513826, 76, 0
995, 976, 15011, 1306, 515132, 96, 0
996, 18628, 15011, 136, 515268, 71, 0
997, 1312, 14995, 75, 515343, 91, 0
998, 4897, 14995, 201, 515544, 79, 0
999, 1056, 15011, 311, 515855, 94, 0
1000, 20821, 15011, 214, 516069, 68, 0
1001, 1504, 14995, 1040, 517109, 89, 0
1002, 4945, 14979, 435, 517544, 80, 0
1003, 1280, 14995, 132, 517676, 91, 0
1004, 2096, 15011, 622, 518298, 86, 0
1005, 2320, 15011, 135, 518433, 85, 0
1006, 2128, 15011, 1380, 519813, 86, 0
1007, 4657, 15011, 985, 520798, 79, 0
1008, 11794, 14995, 343, 521141, 72, 0
1009, 1024, 15011, 29, 521170, 95, 0
1010, 1488, 15011, 548, 521718, 89, 0
1011, 13475, 14995, 555, 522273, 71, 0
1012, 4881, 15011, 286, 522559, 79, 0
1013, 11618, 15011, 109, 522668, 73, 0
1014, 4785, 15011, 17, 522685, 79, 0
1015, 6785, 15011, 460, 523145, 77, 0
1016, 19140, 15011, 498, 523643, 55, 1
1017, 992, 15011, 31, 523674, 94, 0
1018, 10082, 15011, 245, 523919, 73, 0
1019, 15283, 15011, 943, 524862, 70, 0
1020, 11570, 14995, 445, 525307, 73, 0
1021, 2400, 14995, 170, 525477, 85, 0
1022, 8274, 15011, 17, 525494, 75, 0
1023, 1616, 14995, 1566, 527060, 89, 0
1024, 16964, 15011, 351, 527411, 69, 0
1025, 3072, 15011, 31, 527442, 82, 0
1026, 22485, 15011, 316, 527758, 67, 0
1027, 24790, 15011, 59, 527817, 66, 0
1028, 6033, 14995, 26, 527843, 77, 0
1029, 3312, 14995, 394, 528237, 82, 0
1030, 1056, 15011, 183, 528420, 93, 0
1031, 8978, 15011, 1275, 529695, 64, 1
1032, 2448, 15011, 2330, 532025, 85, 0
1033, 35368, 15011, 1354, 533379, 64, 0
1034, 1264, 14995, 332, 533711, 92, 0
1035, 24053, 15011, 1996, 535707, 67, 0
1036, 8770, 14995, 1175, 536882, 74, 0
1037, 24389, 15011, 138, 537020, 66, 0
1038, 19476, 14995, 74, 537094, 54, 1
1039, 3456, 14995, 742, 537836, 81, 0
1040, 1280, 14995, 611, 538447, 91, 0
1041, 2752, 15011, 94, 538541, 84, 0
1042, 2048, 15011, 144, 538685, 86, 0
1043, 16804, 14995, 102, 538787, 70, 0
1044, 18612, 14995, 471, 539258, 56, 1
1045, 1264, 15011, 1398, 540656, 92, 0
1046, 42410, 15011, 121, 540777, 61, 0
1047, 2432, 15011, 496, 541273, 84, 0
1048, 18196, 14995, 112, 541385, 68, 0
1049, 3744, 14995, 33, 541418, 81, 0
1050, 1120, 14995, 222, 541640, 93, 0
1051, 28518, 15011, 1634, 543274, 51, 1
1052, 18660, 15011, 906, 544180, 68, 0
1053, 6081, 14995, 152, 544332, 77, 0
1054, 1216, 15011, 40, 544372, 92, 0
1055, 32151, 14995, 635, 545007, 65, 0
1056, 1072, 15011, 862, 545869, 95, 0
1057, 7377, 15011, 475, 546344, 76, 0
1058, 26502, 15011, 198, 546542, 66, 0
1059, 5473, 15011, 516, 547058, 79, 0
1060, 10514, 14995, 111, 547169, 72, 0
1061, 2768, 15011, 635, 547804, 83, 0
1062, 1056, 14995, 1123, 548927, 93, 0
1063, 8322, 15011, 344, 549271, 74, 0
1064, 25414, 15011, 696, 549967, 52, 1
1065, 18340, 14995, 101, 550068, 68, 0
1066, 16596, 15011, 602, 550670, 70, 0
1067, 6225, 14995, 717, 551387, 77, 0
1068, 11778, 14995, 87, 551474, 72, 0
1069, 25350, 15011, 229, 551703, 66, 0
1070, 15507, 15011, 344, 552047, 71, 0
1071, 1728, 15011, 317, 552364, 87, 0
1072, 34648, 14995, 41, 552405, 64, 0
1073, 3648, 15011, 332, 552737, 81, 0
1074, 31079, 14995, 334, 553071, 64, 0
1075, 14723, 14995, 112, 553183, 71, 0
1076, 22997, 14995, 567, 553750, 66, 0
1077, 3792, 15011, 41, 553791, 81, 0
1078, 26246, 14995, 105, 553896, 51, 1
1079, 976, 14995, 817, 554713, 95, 0
1080, 2080, 15011, 725, 555438, 86, 0
1081, 1360, 14995, 156, 555594, 90, 0
1082, 4785, 15011, 3, 555597, 81, 0
1083, 6497, 15011, 638, 556235, 76, 0
1084, 1504, 15011, 290, 556525, 89, 0
1085, 1248, 15011, 271, 556796, 92, 0
1086, 6049, 15011, 2691, 559487, 78, 0
1087, 22805, 15011, 34, 559521, 54, 1
1088, 14723, 15011, 95, 559616, 70, 0
1089, 29975, 15011, 375, 559991, 49, 1
1090, 8145, 14995, 147, 560138, 75, 0
1091, 2608, 15011, 487, 560625, 84, 0
1092, 992, 15011, 1128, 561753, 95, 0
1093, 21157, 15011, 156, 561909, 54, 1
1094, 24902, 14995, 702, 562611, 67, 0
1095, 1056, 15011, 847, 563458, 95, 0
1096, 1856, 14995, 436, 563894, 87, 0
1097, 1744, 15011, 575, 564469, 88, 0
1098, 3600, 15011, 1534, 566003, 81, 0
1099, 1088, 15011, 645, 566648, 94, 0
1100, 8418, 15011, 691, 567339, 75, 0
1101, 29703, 15011, 124, 567463, 64, 0
1102, 1840, 14995, 46, 567509, 87, 0
1103, 7089, 15011, 414, 567923, 76, 0
1104, 1072, 15011, 213, 568136, 94, 0
1105, 1232, 15011, 1350, 569486, 91, 0
1106, 2880, 15011, 344, 569830, 83, 0
1107, 6785, 14995, 10, 569840, 77, 0
1108, 1024, 15011, 729, 570569, 95, 0
1109, 1056, 14995, 37, 570606, 94, 0
1110, 21845, 15011, 16, 570622, 67, 0
1111, 2352, 15011, 1488, 572110, 84, 0
1112, 25350, 14995, 580, 572690, 66, 0
1113, 6193, 15011, 181, 572871, 78, 0
1114, 1424, 14995, 112, 572983, 90, 0
1115, 8177, 15011, 1058, 574041, 75, 0
1116, 1616, 15011, 24, 574065, 88, 0
1117, 16644, 14995, 1600, 575665, 70, 0
1118, 2832, 15011, 82, 575747, 83, 0
1119, 4881, 15011, 656, 576403, 79, 0
1120, 21317, 15011, 311, 576714, 68, 0
1121, 32679, 15011, 300, 577014, 63, 0
1122, 10946, 15011, 592, 577606, 73, 0
1123, 992, 15011, 398, 578004, 95, 0
1124, 3728, 14995, 357, 578361, 81, 0
1125, 1744, 15011, 31, 578392, 86, 0
1126, 1136, 15011, 368, 578760, 93, 0
1127, 28214, 14995, 327, 579087, 49, 1
1128, 46011, 15011, 513, 579600, 61, 0
1129, 1776, 15011, 414, 580014, 88, 0
1130, 27206, 14995, 1965, 581979, 65, 0
1131, 1168, 15011, 948, 582927, 93, 0
1132, 1040, 15011, 850, 583777, 95, 0
1133, 1360, 15011, 361, 584138, 90, 0
1134, 30519, 14995, 1513, 585651, 65, 0
1135, 3568, 15011, 526, 586177, 82, 0
1136, 19988, 15011, 1821, 587998, 69, 0
1137, 20517, 15011, 546, 588544, 68, 0
1138, 1152, 14995, 227, 588771, 93, 0
1139, 1712, 14995, 924, 589695, 88, 0
1140, 1072, 14995, 426, 590121, 94, 0
1141, 21157, 15011, 141, 590262, 55, 1
1142, 20757, 15011, 963, 591225, 67, 0
1143, 21285, 15011, 83, 591308, 67, 0
1144, 8994, 14979, 67, 591375, 74, 0
1145, 1072, 14995, 779, 592154, 94, 0
1146, 1744, 14995, 527, 592681, 87, 0
1147, 11698, 15011, 906, 593587, 73, 0
1148, 3760, 14995, 794, 594381, 81, 0
1149, 8754, 14995, 657, 595038, 71, 0
1150, 37289, 14995, 970, 596008, 62, 0
1151, 1024, 14995, 170, 596178, 95, 0
1152, 17588, 15011, 1412, 597590, 56, 1
1153, 5873, 15011, 679, 598269, 78, 0
1154, 1952, 15011, 150, 598419, 88, 0
1155, 1056, 15011, 773, 599192, 94, 0
1156, 34232, 15011, 941, 600133, 63, 0
1157, 3584, 14995, 41, 600174, 82, 0
1158, 2816, 15011, 376, 600550, 84, 0
1159, 2368, 15011, 44, 600594, 84, 0
1160, 8097, 15011, 895, 601489, 76, 0
1161, 976, 15011, 688, 602177, 95, 0
1162, 3312, 15011, 7, 602184, 82, 0
1163, 1168, 15011, 1905, 604089, 92, 0
1164, 1056, 15011, 146, 604235, 95, 0
1165, 23045, 15011, 39, 604274, 54, 1
1166, 8177, 14995, 453, 604727, 75, 0
1167, 8177, 15011, 1017, 605744, 75, 0
1168, 34696, 15011, 1286, 607030, 63, 0
1169, 16355, 15011, 597, 607627, 70, 0
1170, 6945, 15011, 212, 607839, 77, 0
1171, 12355, 15011, 192, 608031, 72, 0
1172, 25190, 14995, 553, 608584, 66, 0
1173, 976, 15011, 493, 609077, 95, 0
1174, 28470, 14995, 490, 609567, 66, 0
1175, 3920, 14995, 74, 609641, 81, 0
1176, 26006, 14979, 566, 610207, 52, 1
1177, 1568, 14995, 372, 610579, 89, 0
1178, 1712, 14995, 54, 610633, 88, 0
1179, 37081, 14995, 585, 611218, 48, 1
1180, 1200, 14979, 3121, 614339, 92, 0
1181, 8386, 14995, 105, 614444, 64, 1
